lat,lon,estado,nombre,tipo,mas informacion,address
19.3501229,-99.1260232,0,,Edificio,Todo por dentro se tumbó ya no ahí da que hacer,"Paseo del Río 10, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico"
19.5082152,-99.0964002,0,,Edificio,Dos postes de concreto de luz que se cayeron,"Calle 16 Ferndo Amilpa, El Risco CTM, 07090 Ciudad de México, CDMX, Mexico"
19.4210929,-99.1691105,0,,Edificio,Derrumbe oficis farmacéutica aún hay gente atrapada,"Puebla 282, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3603811,-99.0264272,0,,Edificio,Grietas en muros,"Prof. Otilio Montaño 11, Zo Urba Ejidal Santa María Aztahuacan, 09570 Ciudad de México, CDMX, Mexico"
19.4282014,-99.1377102,0,,Edificio,daños de repeyo y agretamientos,"Calle Regi 26, Centro Histórico, Centro, 06080 Centro, CDMX, Mexico"
19.3962466,-99.1737694,0,,Edificio,Grietas en la estructuras del estaciomiento y en algunos departamentod,"Altade 59, Nápoles, 03810 Ciudad de México, CDMX, Mexico"
19.4477958,-99.1735467,0,,Edificio,grietas en u viga importante de la  construccion,"Lago Cuitzeo 32, Anáhuac I Secc., Miguel Hidalgo, 11320 Ciudad de México, CDMX, Mexico"
19.4235601,-99.1576396,0,,Edificio,Grietas y el Edificio de junto se inclinó sobre este,"Puebla 71, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3631954,-99.1838365,0,,Edificio,Grietas en la parte central por fuera en ambas torres (2) y varias por dentro se los departamentos,"José María Velasco 91, San José Insurgentes, 03900 Ciudad de México, CDMX, Mexico"
19.3521677,-99.1486977,0,,Edificio,Poste de luz muy dañado a punto de colapsar,"Cjon. Gral. Aya 79, San Diego Churubusco, 04120 Ciudad de México, CDMX, Mexico"
19.4683129,-99.0435068,0,,Edificio,Grietas en pared,"P. de Framboyán 67, Prados de Aragon, 57179 Nezahualcóyotl, Méx., Mexico"
19.411529,-99.1827839,0,,Edificio,Todo el Edificio tiene grietas terribles,"Goberdor José María Tornel 3, San Miguel Chapultepec II Secc, 11850 Ciudad de México, CDMX, Mexico"
19.3657329,-99.1514871,0,,Edificio,Derrumbe total,"Saratoga, Ciudad de México, CDMX, Mexico"
19.4060046,-99.1450152,0,,Edificio,Grietas en las paredes,"Eje Central Lázaro Cárdes 315, Buenos Aires, 06780 Ciudad de México, CDMX, Mexico"
19.4794773,-99.1519769,0,,Edificio,Grietas en paredes y cristales totalmente rotos!,"Lamidores 149, Trabajadores de Hierro, 02650 Ciudad de México, CDMX, Mexico"
19.4256202,-99.1574511,0,,Edificio,"Cuarteaduras, caída de plafones y recubrimiento. Edificio dañado en el 85 y medio reforzado. Debió haber sido demolido en 85 y lo reconstruyeron.","Dimarca 84, Juárez, 06030 Ciudad de México, CDMX, Mexico"
19.4020931,-99.0617444,0,,Edificio,Fisuras en algus escaleras y u especie de hundimiento de terreno al rededor de los Edificios,"Calle 5 33, Agrícola Pantitlán, 08100 Ciudad de México, CDMX, Mexico"
19.4143837,-99.1563465,0,,Edificio,"es un Edificio viejo , y el Edificio de atrás se recargó en el tengo daños en escalaras y departamentos , y quisiera que lo revisarán para determir si es habitable ó no ya que el Edificio de atrás está recargado en el ,,. Podrían ir a revisarlo ,. Ya que no quiero riesgos mayores ,.","Mérida 201, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3944197,-99.1755013,0,,Edificio,Daños en departamento tercer piso en u colum,"Arizo 18, Nápoles, 03810 Ciudad de México, CDMX, Mexico"
19.4258891,-99.1404519,0,,Edificio,"Gran Edificio (la ve)  de bodega para telas en medio de la calle cerrada entre los callejones de igualdad y tizapan , las avenidas cercas son ; eje central , fray servando y la calle de nezahualcoyotl . El Edificio esta agrietado de diversos lugares con daños en las esquis y los bordes que parecen ser graves , hubo caida de concreto y parece que se caera mas . Al rededor solo hay viviendas pequeñas","Cjon. Igualdad, Centro, 06080 Ciudad de México, CDMX, Mexico"
19.351116,-99.1614738,0,,Edificio,Grietas techos paredes. Piso,"Igcio Allende 45, Del Carmen, 04100 Ciudad de México, CDMX, Mexico"
19.4882654,-99.1246665,0,,Edificio,Grieta grande en muro,"Arequipa 749, Lindavista, 07300 Ciudad de México, CDMX, Mexico"
19.3804436,-99.1903232,0,,Edificio,Grietas escaleras,"Calle Leordo Da Vinci 167, Nonoalco, 03700 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Pisos totalmente dañados con grietas abiertas,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3428664,-99.1461847,0,,Edificio,"Fractura en esqui de primer nivel, cuartea duras en fachadas y fractura en corniza de azotea","Cda. Guatemala, Parque San Andrés, 04040 Ciudad de México, CDMX, Mexico"
19.3725709,-99.1796078,0,,Edificio,Grietas,"Av de los Insurgentes Sur 1341, Actipan, 03100 Ciudad de México, CDMX, Mexico"
19.4081987,-99.1078429,0,,Edificio,Hay grietas en las escaleras y en la pared y techo de varios departamentos. El mío es el B003,"Av. Morelos 703, Jardín Balbue, 15900 Ciudad de México, CDMX, Mexico"
19.3937758,-99.0815509,0,,Edificio,"Grietas en paredes de departamentos, grietas y derrumbes en estaciomiento subterráneo, hundimientos en estaciomiento subterráneo","Ote. 229 379, Agrícola Oriental, 08500 Ciudad de México, CDMX, Mexico"
19.3910575,-99.1726872,0,,Edificio,Todos los departamentos están agrietados pero no sabemos el grado del daño,"Calle Concepción Beistegui 12, Col del Valle Nte, 03100 Del Valle Nte, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas muy abiertas en paredes escaleras habitaciones vidrios rotos posible daño estructural,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3632027,-99.1721861,0,,Edificio,"El Edificio tiene grietas inters y exters, las colums grietas verticales, el interior de las escaleras muy agrietado, los departamentos con grietas horizontales y verticales","Martin Mendalde 1764, Acacias, 03240 Ciudad de México, CDMX, Mexico"
19.3840421,-99.0634746,0,,Edificio,Grietas en las paredes,"Ote 259 22, Agrícola Oriental, 08500 Ciudad de México, CDMX, Mexico"
19.3934563,-99.1693148,0,,Edificio,Grietas en estructura,"Calle Luz Saviñón 310, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico"
19.2975253,-99.1050663,0,,Edificio,"Caida de bardas, sin persos lesiodas","Entre la Calz del Hueso, Anillo Periferico Esqui Texmelucan 7650, Igcio Chavez, 14339 Ciudad de México, CDMX, Mexico"
19.491568,-99.1255601,0,,Edificio,El Edificio está muy agrietado con varias piezas que se han caído y hay enormes daños en los departamentos del recinto,"Permbuco 816, Lindavista, 07300 Ciudad de México, CDMX, Mexico"
19.4112842,-99.1760431,0,,Edificio,Grietas por choque con edifico que se encuentra a un lado Botó el concreto de ese lado de mi Edificio,"Av Michoacán 118, Hipódromo Condesa, 06170 Ciudad de México, CDMX, Mexico"
19.3922144,-99.1704631,0,,Edificio,Grietas en 10 departamentos,"Calle Torres Adalid 208, Col del Valle Nte, 03100 Del Valle Nte, CDMX, Mexico"
19.3766175,-99.1732594,0,,Edificio,Se notan grietas en todo el Edificio,"Moras 313, Tlacoquemecatl del Valle, 03200 Ciudad de México, CDMX, Mexico"
19.3438477,-99.2756406,0,,Edificio,Grietas en escaleras y muros,"Tercera Cda. de Abasolo 9, San Mateo Tlaltengo, 05600 Ciudad de México, CDMX, Mexico"
19.4289904,-99.158045,0,,Edificio,Grietas en escalones y habitaciones  de diferentes departamentos,"Berlín 7, Juárez, 06600 Ciudad de México, CDMX, Mexico"
19.543555,-99.1705988,0,,Edificio,Grietas estructurales dentro y fuera del Edificio,"Confraco 16, U.H. Valle del Teyo, 54147 Tlalnepantla, Méx., Mexico"
19.3012188,-99.1978616,0,,Edificio,Grietas en el interior delvEdificio,"Rcda. de Sta. Teresa 1025, Faroles del Pedregal, 14018 Ciudad de México, CDMX, Mexico"
19.4773441,-99.1127221,0,,Edificio,Grietas en la fachada,"Calle Francisco Novoa Sn, Gustavo A Madero, Aragón La Villa, Aragón La Villa(Aragón), 07050 Ciudad de México, CDMX, Mexico"
19.4531091,-99.1470454,0,,Edificio,Grietas en departamentos y areas comunes,"Av. Ricardo Flores Magón 153, Tlatelolco, 06900 Ciudad de México, CDMX, Mexico"
19.3443419,-99.1230533,0,,Edificio,Grietas,"Paseo de Los Pirules 100, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico"
19.4732882,-99.1993344,0,,Edificio,Techo ciartiado y ladrillos callendo,"Petróleo 100, San Miguel Amantla, 02780 Ciudad de México, CDMX, Mexico"
19.4319923,-99.1732244,0,,Edificio,"Grietas diagoles en el piso 1 y 2, en el mismo muro","Ren 22, Anzures, 11590 Ciudad de México, CDMX, Mexico"
19.3481704,-99.1211894,0,,Edificio,1985,"Paseo Nuevo 43, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico"
19.3440827,-99.15754,0,,Edificio,Grietas inters y exters,"Africa 35, La Concepción, 04020 Ciudad de México, CDMX, Mexico"
19.4194405,-99.1338357,0,,Edificio,Daño estructural,"Calz. San Antonio Abad 66, Tránsito, 06820 Ciudad de México, CDMX, Mexico"
19.338849,-99.0649134,0,,Edificio,Grieta en el pavimento en medio de la calle undimientos en banquetas,"Av 5 de Mayo, Ciudad de México, CDMX, Mexico"
19.3888827,-99.1679802,0,,Edificio,Grietas muy evidentes,"Avenida Colonia del Valle 615, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico"
19.3582921,-99.1603142,0,,Edificio,Las paredes están cuarteadas y través de carga fracturadas,"Av. Río Churubusco 353, Gral Aya, 03340 Ciudad de México, CDMX, Mexico"
17.0270286,-96.7542058,0,,Edificio,"Grietas visibles, caida de reboco","Mezquite 18, Monte Bello, 71230 Santa Cruz Xoxocotlán, Oax., Mexico"
19.3678879,-99.0192962,0,,Edificio,Grietas en paredes y techo.,"Inocencio Arreola 22, Zo Urba Ejidal Santa Martha Acatitla Sur, 09530 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes en paredes escaleras y daño en el Edificio,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3962136,-99.1840317,0,,Edificio,Grietas en barda que da a la calle y en paredes de la casa.,"11 de Abril 200, Escandón I Secc, 11800 Ciudad de México, CDMX, Mexico"
19.4077975,-99.1730522,0,,Edificio,Edificio en pésimas condiciones y recargado al Edificio de un costado,"Calle Mexicali 20, Hipódromo, 06100 Ciudad de México, CDMX, Mexico"
19.4059563,-99.1568718,0,,Edificio,"Derrumbe parcial, fuga de gas.","Tehuantepec 32, Roma Sur, 06760 Ciudad de México, CDMX, Mexico"
19.3720764,-99.1320785,0,,Edificio,Grietas en el interdo y separación de muros,"Calle Alfajayucan 2, San Andrés Tetepilco, 09440 Ciudad de México, CDMX, Mexico"
19.503963,-99.1784766,0,,Edificio,"Grietas en paredes de concreto, escaleras, piso, derrumbes de techo y paredes.
Son oficis.","Eje 5 Norte 990, Santa Barbara, 02230 Azcapotzalco, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes y abiertas en habitaciones muros y escaleras,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.2846865,-99.1886134,0,,Edificio,Muchas grietas,"Progreso 218, Miguel Hidalgo 1ra Secc, 14260 Ciudad de México, CDMX, Mexico"
19.3058819,-99.1486635,0,,Edificio,En segundo nivel hay grietas o fisuras en 2 muros de u habitación,"San Adrian 652, Pedregal de Sta Úrsula, 04600 Ciudad de México, CDMX, Mexico"
19.5953251,-99.2566739,0,,Edificio,Grietas en paredes y cerca de los marcos de las ventas.,"Calle Real de Mirasol 37, Villa de las Palmas, 52918 Cd López Mateos, Méx., Mexico"
19.4277517,-99.1595505,0,,Edificio,grietas,"Londres 39, Juárez, 06600 Juárez, CDMX, Mexico"
19.3505283,-99.2205825,0,,Edificio,El Edificio presenta grietas grandes y el Edificio un poco ladeado,"01710, Calz de Las Aguilas 1003, Amp Águilas, Ciudad de México, CDMX, Mexico"
19.3810495,-99.1154231,0,,Edificio,"Dos habitaciones se encuentran dañadas, así mismo, parte del patio se agrietaron dos muros. Cabe destacar que por aquí pasa u falla la cual hace que las casas se hundan. solicitamos apoyo","Nicolás Bravo 15, Apatlaco, 09430 Ciudad de México, CDMX, Mexico"
19.4268381,-99.2563182,0,,Edificio,Muchas grietas en lap departamentos,"Av. Bosque de Mis 120, Heroes de la Revolucion, 53840 ucalpan de Juárez, Méx., Mexico"
19.4915432,-99.1335846,0,,Edificio,Grietas en la fachada del Edificio en cada uno de los pisos,"Av. Montevideo 363, Lindavista Sur, 07300 Ciudad de México, CDMX, Mexico"
19.3405161,-99.1152681,0,,Edificio,Grietes en lo diferentes Niveles,"Guerrero 26, San Francisco Culhuacan de la Magdale, 04260 Ciudad de México, CDMX, Mexico"
19.2883807,-99.0606015,0,,Edificio,Grieta a la entrada de la casa y muros,"Pez Vela 1, Col del Mar, 13270 Ciudad de México, CDMX, Mexico"
19.277299,-99.1306409,0,,Edificio,Poste por caer y calle levantada por varios metros,"Nicolás Bravo 130, Aldama, 16010 Ciudad de México, CDMX, Mexico"
19.3898288,-99.2035258,0,,Edificio,Agrietamiento,"El Camino Real de Toluca 1150, José María Pino Suárez, 01140 Ciudad de México, CDMX, Mexico"
19.285681,-98.9487271,0,,Edificio,fue grave,"Sur 4 5, Niños Heroes, 56610 Valle de Chalco Solidaridad, Méx., Mexico"
19.3145486,-99.2575849,0,,Edificio,"La casa de mi familia se está callendo, necesito ayuda","Cornejal 0, San Berbé Ocotepec, 10300 Ciudad de México, CDMX, Mexico"
19.4342192,-99.163205,0,,Edificio,Daño severo toda la pared posterior al Edificio,"Calle James Sullivan 95, San Rafael, 06470 Ciudad de México, CDMX, Mexico"
19.3551368,-99.1256719,0,,Edificio,Techos se cayo,"Pegaso, Prado Churubusco, Ciudad de México, CDMX, Mexico"
19.4300793,-99.0570331,0,,Edificio,"Se agrieto, la pared derecha de mi casa. La que se comparte con el vecino.","Xochicoatlán 62, Arel 4ta Secc, 15640 Ciudad de México, CDMX, Mexico"
19.335971,-99.237531,0,,Edificio,Hay grietas horizontales en los límites de cada piso del Edificio,"Crisantemo 13, San José del Olivar, 01770 Ciudad de México, CDMX, Mexico"
19.4256202,-99.1574511,0,,Edificio,Daños Parciales,"Dimarca 84, Juárez, 06030 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes y abiertas en habitaciones paredes y escaleras posible daño estructural,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.2883807,-99.0606015,0,,Edificio,Grietas en muros y pisos,"Pez Vela 3, Col del Mar, 13270 Ciudad de México, CDMX, Mexico"
19.3167712,-99.0580072,0,,Edificio,"Se llegó a identificar u cuartada en u pared con ligero desprendimiento de la misma, cuarto ubicado en segunda planta.
Gracias.","Jazmín 57, Lomas de San Lorenzo, 09780 Ciudad de México, CDMX, Mexico"
19.3772937,-99.1640462,0,,Edificio,"Evacuaron el Edificio, nos dijeron que sólo tomaramos papeles importantes y no se puede habitar.","Calle Pilares 521, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico"
17.0316239,-96.6990246,0,,Edificio,Grietas,"Zaragoza 2, 1ra Secc del Casco de San Antonio de la Cal, 71236 San Antonio de la Cal, Oax., Mexico"
19.2939262,-99.0152843,0,,Edificio,Un cacho de concreto se calló y agrieto las. Paredez,"Vicente Guerrero 44, Guadalupe, 13450 Ciudad de México, CDMX, Mexico"
19.421518,-99.1735654,0,,Edificio,"Hay pedazos de paredes derrumbados, está inclido el Edificio, hay gritas (abiertas de entre 0.5 y 1 cm) en muros y techos. Es un Edificio muy muy viejo. Por favor ayudennos","Av Chapultepec 511, Juárez, 06600 Juárez, CDMX, Mexico"
19.2930176,-99.1288169,0,,Edificio,Daño en las escaleras grietas,"Altillo 69, rciso Mendoza Super Manza 5 Villa Coapa, 14390 Ciudad de México, CDMX, Mexico"
19.4452449,-99.1575288,0,,Edificio,Grietas en Las escaleras Marcos de Las ventas y en paredes de Los departamentos,"Calle Sor Jua Inés de la Cruz 59, Sta María la Ribera, 06400 Ciudad de México, CDMX, Mexico"
19.3427021,-99.0019265,0,,Edificio,Falla estructural,"Calle Oaxaca, Ciudad de México, CDMX, Mexico"
19.3678661,-99.0225273,0,,Edificio,Grieta en muro,"S. Tapia 17, Ejército de Oriente Zo Peñón, Ciudad de México, CDMX, Mexico"
19.2791449,-98.938788,0,,Edificio,El Edificio se enclino y u parte esta recargada en la barda de la casa colindante.,"Av. Xicotencatl 310, Jardin, 56617 Valle de Chalco Solidaridad, Méx., Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes y abiertas en muros escaleras y habitaciones,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.2769455,-99.1641326,0,,Edificio,Muchas grietas en áreas comunes y dentro de los departamentos,"Antiguo Camino a San Pedro 99, Tlalpan, 14630 Ciudad de México, CDMX, Mexico"
19.4656658,-99.0991184,0,,Edificio,"Grietas grandes en la parte inferior del Edificio, daño del mosaico.","Nte. 86-A 6006, Gertrudis Sánchez II Secc, 07839 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes en habitaciones muros escaleras,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.421038,-99.0944514,0,,Edificio,Grietas en el Edificio.,"Aviación Civil 15, Industrial Puerto Aéreo, 15540 Ciudad de México, CDMX, Mexico"
19.3453995,-99.0537481,0,,Edificio,Se levantaron los mosaicos en línea recta y hay u pared con u grieta que atraviesa toda la pared,"Galdino H Casados 56, Colonial Iztapalapa, 09270 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes daño a la estructura y daños en escaleras,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.4145612,-99.0885716,0,,Edificio,Cuarteaduras en diversas partes de la casa y grietas en el piso y estructuras.,"Calle 43 9, Igcio Zaragoza, 15000 Ciudad de México, CDMX, Mexico"
19.3738852,-99.1640868,0,,Edificio,Fuga de gas,"Heriberto Frías 1432, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico"
19.4097582,-99.1734511,0,,Edificio,Grietas y escaleras de emergencia despegadas,"Saltillo 19, Hipódromo, 06100 Ciudad de México, CDMX, Mexico"
19.3664909,-99.1119756,0,,Edificio,"Agrietamientos en muros, techo y caída parcial de plafon en patio, planta baja","Teniente Héctor Espinoza Galván 647, Escuadrón 201, 09060 Ciudad de México, CDMX, Mexico"
19.2926294,-99.1403841,0,,Edificio,Se cayeron dos tramos de la barda de la escuela de cruz azul,"Boca Juniors 1, Arboledas del Sur, 14376 Ciudad de México, CDMX, Mexico"
19.3915946,-99.1701579,0,,Edificio,Grietas en colums y en muros  no se si se pueda habitar,"Calle Patricio Sanz 612, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes en muros habitaciones y escaleras,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.4449036,-99.1397968,0,,Edificio,Tubo de el gas chueco y algunos Edificios y escaleras fracturadas,"Degollado 7, Guerrero, 06300 Ciudad de México, CDMX, Mexico"
19.2507347,-99.6622937,0,,Edificio,"Prácticamente se agrieto la planta baja de la edificación de la casa, la cual está construida en desniveles. Casi totalmente alrededor de la misma se pueden notar las grietas.","Hidalgo 0, Delegación Capultitlán, 50260 Toluca de Lerdo, Méx., Mexico"
20.4360435,-103.9298397,0,,Edificio,"Están los Edificios a simple vista con cierta inclición, y aun así siguen laboraron","Calle Juarez & Hidalgo, Centro, 46770 San Martín Hidalgo, Jal., Mexico"
19.384667,-99.1343784,0,,Edificio,"Grieta considerable en la banqueta inmediata a mi vivienda, la cual pone en riesgo la integridad de mi familia y hogar, esto porque un poste de electricidad con un transformador montado en él está frente a la nosotros.","Leonor 634, Villa de Cortés, Ciudad de México, CDMX, Mexico"
19.337851,-99.211961,0,,Edificio,Grietas o corteaduras en casi todas las paredes del departamento.,"Rómulo O'Farril 468, Olivar de los Padres, 01780 Del. Álvaro Obregón, CDMX, Mexico"
19.3943197,-99.1279957,0,,Edificio,Grietas de más de un metro en paredes,"Calle Jua de Arco 212, San Pedro Iztacalco, 08220 Ciudad de México, CDMX, Mexico"
19.30365,-99.202833,0,,Edificio,Muchas grietas dentro de los 22 departamentos,"Pico de Verapaz 449, Jardines en la Montaña, 14210 Ciudad de México, CDMX, Mexico"
19.3062053,-98.966212,0,,Edificio,Hubo un poste dañado afuera de nuestra vivienda el cual si nos preocupa y pequeñas grietas dentro de la vivienda...,"José va 250, San Miguel, Santa Catari Yecahuitzotl, CDMX, Mexico"
19.3078264,-99.239551,0,,Edificio,Grietas profundas en pared y techos de los departamentos del Edificio,"Lerdo 284, Barrio San Francisco, 10500 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes y daños en habitaciones muros escaleras y daño estructural,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.4066799,-99.1713926,0,,Edificio,Grietas en muros,"Av Nuevo León 186, Hipódromo, 06100 Ciudad de México, CDMX, Mexico"
19.4234823,-99.1689122,0,,Edificio,"Caída de muros superiores, cuarteaduras estructurales, desprendimiento de acabados de fachada, roturas de cristal, desprendimiento de acabados interiores.","Praga 48, Juárez, 06600 Ciudad de México, CDMX, Mexico"
19.3403299,-99.1834324,0,,Edificio,Cuarteaduras en las paredes y posible fuga de gas,"Privada de Chimalistac, Ciudad de México, CDMX, Mexico"
19.2803318,-99.1682004,0,,Edificio,Fisuras en gran parte de los muros. Están a 45 grados de piso a losa en algunos casos,"Congreso 113, Tlalpan Centro II, 14000 Ciudad de México, CDMX, Mexico"
19.387021,-99.143685,0,,Edificio,"Daños en toda la infraestructura escolar, con riesgo alto","Av. Víctor Hugo 2, Niños Héroes, 03440 Niños Héroes, CDMX, Mexico"
22.18385,-97.8323185,0,,Edificio,"Daños en escaleras, grietas en muros","Morelos 16, Predio la Fuente, 92030 Cd Cuauhtémoc, Ver., Mexico"
19.4073643,-99.1553805,0,,Edificio,"Grandes grietas y daño estructural en todo el Edificio. Escaleras agrietadas. Paredes dañadas en pisos inferiores, sótano dañado.","Huatabampo 6, Roma Sur, 06760 Ciudad de México, CDMX, Mexico"
19.4097582,-99.1734511,0,,Edificio,Daño en las escaleras de desalojo del Edificio,"Saltillo 19, Hipódromo, 06100 Ciudad de México, CDMX, Mexico"
22.6847672,-99.8916785,0,,Edificio,"Parte de la pared se agrieto, despegando el Block de la construcción con riesgo a caer","Benito Juárez, Puerto de San Juan de Dios, S.L.P., Mexico"
19.4388458,-99.1179676,0,,Edificio,"Edificios agrietados es  uma unidad de 3 torres, total 60 dptos","Carroceros 5, Morelos, 15270 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Daño estructural grietas muy abiertas en escaleras muros y pisos,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.4697493,-99.0879283,0,,Edificio,Hay u barda que parece estar a punto de caerse,"Pedro Negrete 25, San Juan de Aragón, 07950 Ciudad de México, CDMX, Mexico"
19.4577019,-99.1297098,0,,Edificio,"El Edificio es muy antiguo por lo cual en los últimos sismos a tenido muchas grietas y en esta ocasión las grietas aumentaron y está a punto de irse de lado hacia el otro Edificio por eso el riesgo es más grande. Necesitamos que vengan lo más pronto posible ya que habitan niños, persos discapacitadas y adultos mayores","Juventino Rosas 11, Peralvillo, 06220 Ciudad de México, CDMX, Mexico"
19.3386278,-99.1576395,0,,Edificio,"Grietas en muros, hundimiento en piso, techo de lámi.Solo queremos revisión de posible riesgo","Cruz Verde 37, Los Reyes, 04330 Ciudad de México, CDMX, Mexico"
19.4175547,-99.1736635,0,,Edificio,Grietas en las paredes,"Acapulco 68, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.4188824,-99.1771098,0,,Edificio,Paredes agrietadas y derrumbe parcial,"Agustín Melgar 44, Condesa, 06140 Ciudad de México, CDMX, Mexico"
19.518427,-99.1451871,0,,Edificio,Agrietamiento grande con pequeño escombro...,"Norte 64, Guadalupe Proletaria, Ciudad de México, CDMX, Mexico"
19.3815261,-98.9531378,0,,Edificio,Se cayo u  torre de la parroquia de San Sebastián Mattir y sufrio serias grietas en la cúpula y paredes,"Av Zaragoza & Calle de Las Flores, San Sebastian Chimalpa, 56520 Los Reyes Acaquilpan, Méx., Mexico"
19.3837341,-99.0210497,0,,Edificio,Las esclaeras se fracturaron al igual que las áreas comunes,"Av Texcoco 1268, Zo Urba Ejidal Santa Martha Acatitla Nte., 09140 Ciudad de México, CDMX, Mexico"
19.5307439,-99.026623,0,,Edificio,Grietas dentro de la plaza en piso y locales,"Av. Carlos Hank González 120, Rincoda de Aragon, 55140 Ecatepec de Morelos, Méx., Mexico"
19.4230391,-99.1643976,0,,Edificio,Daño a la estructura grietas enormes en pisos escaleras muros y habitaciones,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
22.18385,-97.8323185,0,,Edificio,"Daños en escaleras, grietas en muros","Morelos 16, Predio la Fuente, 92030 Cd Cuauhtémoc, Ver., Mexico"
19.387713,-99.1637443,0,,Edificio,Derrumbe total del inmueble,"Escocia 4, Col del Valle Centro, 03100 Ciudad de México, CDMX, Mexico"
19.3179426,-99.0969658,0,,Edificio,Colapso de estaciomiento y daño estructural,"Paseo de Las Galias 147, Lomas Estrella 2da Secc, 09890 Ciudad de México, CDMX, Mexico"
19.4168209,-99.1705856,0,,Edificio,"Grietas en loza y paredes de las aulas de salones, es u escuela, en un salón la loza se colgó existe el peligro que se caiga","Av Sonora 108, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.4906286,-99.1811458,0,,Edificio,Grietas en las paredes y hay u ante de telefonía  arriba de mi techo,"San Andrés 42, San Andres, 02240 Ciudad de México, CDMX, Mexico"
19.3072864,-99.0692945,0,,Edificio,Hundimiento   y fractura  de  muros   de carga,"Pino Suárez 37, San Antonio, 09900 Ciudad de México, CDMX, Mexico"
19.4365558,-99.1887021,0,,Edificio,Se amplió la Separación con respecto al Edificio colindante,"Emerson 136, Polanco, Polanco V Secc, 11560 Ciudad de México, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Grietas enormes en habitaciones escaleras y muros,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3809801,-99.1841258,0,,Edificio,Grietas y cuarteaduras en muros y planes de techo,"Calle Holbein 50, Cd de los Deportes, 03710 Ciudad de México, CDMX, Mexico"
19.4450415,-99.1393516,0,,Edificio,"Fisuras en el Edificio, y dentro denoos departamentos","Eje Central Lázaro Cárdes & EsquiDegollado 150, Guerrero, 06300 Ciudad de México, CDMX, Mexico"
19.4566952,-99.1494308,0,,Edificio,"Daño en mosaico de baño, se cayo y u grieta con abertura, se ve hacia afuera","Buevista, 06900 Mexico City, CDMX, Mexico"
19.4230391,-99.1643976,0,,Edificio,Daño estructural grietas enormes en escaleras pisos muros y habitaciones,"Av Chapultepec 328, Roma Nte., 06700 Ciudad de México, CDMX, Mexico"
19.3654455,-99.1652481,0,,Edificio,"Grietas dentro del departamento en piso 6, y en todos los pasillos al nivel de las escaleras hay yeso, fisuras de las paredes caídos de grandes tamaños","Av. Popocatépetl 510, Xoco, 03330 Ciudad de México, CDMX, Mexico"
